ANCIENNETE,REVENU_MENSUEL,NB_AFFAIRE,nbr_aff_payante,nbr_aff_gratuite,NB_RPA,NB_AFFAIRE_PP,NB_AFFAIRE_AUTO,NB_AFFAIRE_EDM,NB_aff_digital,NB_CPL,TYPE_CLIENT,CSP_MKT,PHASE_RELATION
68,9414.127281083282,4,3,0,4,6,0,1,0,2,ACTIF,ETUDIANT,RISQUE
183,5017.171179159588,6,7,4,3,2,2,2,0,2,INACTIF,CADRE,NOUVEAU
203,7403.920727019604,6,6,3,3,5,3,3,0,0,ACTIF,CADRE,NOUVEAU
184,7702.311524494573,1,7,3,0,0,2,3,1,3,INACTIF,OUVRIER,RISQUE
123,4680.078992294453,3,4,3,3,0,1,0,2,3,ACTIF,OUVRIER,RISQUE
145,4005.843841396717,4,9,0,4,1,0,1,1,2,ACTIF,ETUDIANT,NOUVEAU
38,7790.778377094706,6,6,1,0,5,3,1,1,2,INACTIF,CADRE,NOUVEAU
24,4436.886125513886,4,3,0,3,0,4,3,1,0,ACTIF,OUVRIER,FIDELISE
69,3711.3001746491946,3,0,4,3,0,3,0,1,0,INACTIF,ETUDIANT,RISQUE
116,4132.080996401806,14,2,4,4,2,4,4,1,3,INACTIF,CADRE,NOUVEAU
98,4428.773323149177,5,9,2,0,3,3,3,0,1,ACTIF,OUVRIER,NOUVEAU
198,7213.234209251355,4,8,0,1,7,0,4,0,3,ACTIF,CADRE,FIDELISE
214,6530.085346552376,5,3,0,1,1,4,2,0,3,INACTIF,ETUDIANT,FIDELISE
139,6931.316489515782,5,4,2,0,7,4,1,1,3,INACTIF,ETUDIANT,NOUVEAU
144,6342.759622196165,7,2,2,3,3,1,3,0,0,INACTIF,ETUDIANT,RISQUE
97,4312.319675506722,7,5,3,3,3,3,2,0,2,INACTIF,CADRE,RISQUE
201,6894.205711816545,7,3,3,0,2,2,4,0,0,ACTIF,OUVRIER,RISQUE
124,7864.907653210608,2,4,4,1,6,2,3,1,2,ACTIF,OUVRIER,FIDELISE
187,6669.006432238618,5,6,1,2,0,1,2,2,1,INACTIF,ETUDIANT,NOUVEAU
70,6399.311813251701,3,6,4,4,1,1,3,2,1,INACTIF,ETUDIANT,NOUVEAU
208,3965.890986858647,7,8,0,0,7,1,2,0,1,INACTIF,ETUDIANT,FIDELISE
93,5923.634157948956,2,1,1,2,4,0,2,1,2,INACTIF,ETUDIANT,RISQUE
3,3859.517341102597,6,3,3,4,6,0,4,2,3,INACTIF,CADRE,NOUVEAU
148,5451.944283838792,4,7,2,2,3,0,1,0,2,INACTIF,ETUDIANT,RISQUE
187,2219.466721549368,8,3,2,2,5,0,0,1,1,INACTIF,ETUDIANT,NOUVEAU
164,2234.8831940158134,5,2,4,4,3,1,2,2,3,ACTIF,OUVRIER,FIDELISE
147,5117.90462010594,1,9,0,2,2,1,1,2,1,ACTIF,CADRE,FIDELISE
90,4403.12065634602,2,5,0,1,3,0,0,1,2,INACTIF,ETUDIANT,RISQUE
195,5713.574386948347,3,2,2,0,7,0,4,2,3,ACTIF,CADRE,FIDELISE
147,5230.462841769762,6,1,4,1,3,4,3,0,2,INACTIF,ETUDIANT,NOUVEAU
148,5560.38157442031,8,8,4,1,3,3,1,0,2,ACTIF,CADRE,FIDELISE
96,6717.214884713481,4,2,3,4,2,4,3,1,2,INACTIF,ETUDIANT,RISQUE
199,4573.462088678335,3,0,3,4,0,3,3,1,3,INACTIF,ETUDIANT,FIDELISE
52,5061.112376710274,6,8,3,4,7,0,0,0,1,INACTIF,CADRE,NOUVEAU
233,8410.042445526327,6,4,1,2,5,0,1,1,1,ACTIF,ETUDIANT,FIDELISE
161,5506.168253650054,8,6,4,2,3,0,2,2,3,ACTIF,ETUDIANT,NOUVEAU
168,5141.579050749222,6,1,4,0,1,4,0,2,0,ACTIF,CADRE,RISQUE
128,5665.025398646379,6,0,3,2,5,1,1,2,3,INACTIF,OUVRIER,NOUVEAU
39,5177.271253980939,5,5,2,0,3,3,2,2,0,ACTIF,OUVRIER,FIDELISE
82,4080.8554140935507,4,4,3,1,3,4,3,1,2,INACTIF,ETUDIANT,FIDELISE
104,3503.9403256405594,5,9,1,0,1,0,4,2,1,INACTIF,CADRE,RISQUE
129,3973.1373196999903,5,5,2,0,2,1,4,1,2,INACTIF,OUVRIER,FIDELISE
11,7245.838373541574,6,1,4,4,4,4,0,0,0,ACTIF,CADRE,RISQUE
220,4240.189490563175,11,6,1,2,1,3,2,2,3,ACTIF,OUVRIER,RISQUE
185,5190.150796327447,8,0,1,3,6,0,2,1,2,ACTIF,ETUDIANT,NOUVEAU
217,6901.472570265795,7,7,2,3,4,3,4,0,3,ACTIF,CADRE,FIDELISE
178,4943.217658378043,7,6,3,4,0,0,2,2,3,ACTIF,ETUDIANT,NOUVEAU
151,6766.722629687305,4,6,3,1,0,0,1,2,0,ACTIF,ETUDIANT,RISQUE
159,2418.413915138266,8,5,0,1,3,2,1,2,3,INACTIF,ETUDIANT,RISQUE
222,5234.966640916207,6,9,2,1,7,3,4,1,0,INACTIF,CADRE,RISQUE
42,5657.792193197017,2,4,3,0,5,1,3,1,3,ACTIF,OUVRIER,NOUVEAU
99,5546.277446196335,4,8,1,2,3,0,3,0,3,INACTIF,ETUDIANT,NOUVEAU
7,2194.1626043222323,0,2,3,1,2,1,3,2,3,INACTIF,CADRE,RISQUE
144,7906.225292861609,6,8,3,3,4,4,4,0,1,INACTIF,OUVRIER,FIDELISE
90,3790.6541100571667,0,4,1,0,0,0,0,1,3,ACTIF,ETUDIANT,FIDELISE
112,6170.074250524935,7,7,2,1,0,0,2,2,2,ACTIF,OUVRIER,FIDELISE
60,5515.928565294661,9,2,0,1,3,0,1,0,1,ACTIF,OUVRIER,RISQUE
113,7507.419047621355,7,6,3,2,3,1,1,2,0,INACTIF,CADRE,RISQUE
2,9874.977658748412,2,9,3,2,7,2,0,1,3,ACTIF,CADRE,FIDELISE
129,2919.271030914328,4,3,3,0,2,3,2,0,0,INACTIF,CADRE,NOUVEAU
48,4202.172237455003,8,4,2,3,7,0,3,2,2,ACTIF,OUVRIER,FIDELISE
140,5878.184987678104,5,3,1,4,3,3,1,2,2,INACTIF,OUVRIER,NOUVEAU
197,3289.2933648944168,5,8,1,3,7,3,3,2,2,ACTIF,CADRE,FIDELISE
37,7064.36521591152,6,6,1,2,6,3,3,0,2,INACTIF,OUVRIER,RISQUE
160,7186.745244314117,2,5,1,2,7,1,4,1,3,INACTIF,OUVRIER,FIDELISE
9,6618.898151990074,4,5,1,4,5,3,4,1,0,INACTIF,OUVRIER,NOUVEAU
233,5973.163501752395,7,9,1,3,3,4,2,0,0,ACTIF,CADRE,NOUVEAU
99,8239.417555939563,3,6,3,3,5,1,1,2,0,ACTIF,ETUDIANT,FIDELISE
147,3188.749036662276,6,4,3,4,6,1,4,0,1,INACTIF,ETUDIANT,RISQUE
48,5630.536390685107,2,9,1,2,5,4,2,0,1,ACTIF,CADRE,RISQUE
208,4022.3942625395566,8,2,1,0,2,2,0,1,3,ACTIF,OUVRIER,NOUVEAU
131,7279.832665130337,10,2,2,3,3,2,3,0,1,ACTIF,CADRE,RISQUE
148,1833.3176709871345,5,6,2,1,7,0,1,2,2,ACTIF,ETUDIANT,FIDELISE
152,5443.832268814041,4,9,4,3,5,2,1,1,3,INACTIF,CADRE,NOUVEAU
54,6170.477374139897,4,0,3,3,7,0,2,1,3,INACTIF,ETUDIANT,NOUVEAU
120,3605.015730052451,8,3,1,3,5,3,4,2,3,INACTIF,ETUDIANT,FIDELISE
161,4247.619935556867,9,9,3,2,6,0,3,0,0,INACTIF,CADRE,FIDELISE
152,5530.757962744211,7,7,4,1,7,2,3,1,1,INACTIF,CADRE,FIDELISE
116,7410.192758882952,7,3,2,3,3,0,1,0,2,INACTIF,ETUDIANT,RISQUE
75,3434.2615428258923,3,0,4,0,3,1,1,2,3,INACTIF,OUVRIER,RISQUE
113,3783.1001192506283,8,4,0,1,4,2,3,1,2,ACTIF,OUVRIER,RISQUE
200,7751.175542080688,7,0,2,4,0,0,0,2,3,INACTIF,ETUDIANT,FIDELISE
164,4954.04920016033,2,8,3,0,1,2,2,1,2,INACTIF,OUVRIER,RISQUE
166,3944.9219203100447,5,7,2,4,0,4,0,2,0,INACTIF,ETUDIANT,RISQUE
104,6957.3695944338315,7,6,4,3,7,2,4,0,2,ACTIF,ETUDIANT,FIDELISE
84,4523.6060055355065,6,4,1,2,4,4,0,2,1,ACTIF,ETUDIANT,FIDELISE
227,7554.843070677548,1,3,4,3,1,0,0,2,2,INACTIF,CADRE,FIDELISE
112,4172.559246040575,3,6,4,3,0,4,4,2,3,INACTIF,CADRE,NOUVEAU
217,5180.810876350008,4,2,1,4,2,2,2,2,3,ACTIF,CADRE,FIDELISE
99,7389.943330777463,4,7,3,3,6,1,3,2,0,ACTIF,ETUDIANT,FIDELISE
153,5047.478257652497,3,4,3,0,4,4,0,0,0,INACTIF,CADRE,RISQUE
93,7012.106644157293,7,4,2,2,2,2,2,0,3,INACTIF,OUVRIER,NOUVEAU
146,5368.90478643799,9,0,4,4,2,1,4,1,3,INACTIF,OUVRIER,RISQUE
128,9463.383612800058,4,9,2,1,0,3,2,2,2,INACTIF,CADRE,NOUVEAU
110,8637.557208205697,3,7,1,3,6,4,0,0,3,INACTIF,CADRE,FIDELISE
82,2843.807475132504,4,6,0,4,5,4,3,2,0,INACTIF,ETUDIANT,NOUVEAU
194,6544.48736249602,4,0,3,3,1,0,4,2,0,INACTIF,CADRE,FIDELISE
54,3867.192027797916,6,3,1,3,7,3,4,1,1,ACTIF,CADRE,NOUVEAU
163,5883.013877585461,3,3,3,4,5,0,0,2,1,INACTIF,CADRE,RISQUE
208,5636.741258620522,10,8,2,0,3,0,2,0,3,ACTIF,ETUDIANT,NOUVEAU
189,3389.225965815025,5,9,0,1,3,2,3,1,2,ACTIF,OUVRIER,NOUVEAU
169,7616.96908706065,5,1,4,3,4,0,4,1,3,ACTIF,ETUDIANT,FIDELISE
228,5906.60588713815,3,3,3,0,2,4,0,1,0,INACTIF,CADRE,RISQUE
161,4930.633928654833,2,9,4,3,4,0,0,2,0,ACTIF,CADRE,RISQUE
68,4623.780351512811,7,2,2,3,7,1,1,1,0,ACTIF,OUVRIER,FIDELISE
33,5779.553939532471,5,9,3,0,0,4,1,0,3,INACTIF,CADRE,FIDELISE
142,6315.85003502857,4,4,2,3,6,2,2,0,3,INACTIF,ETUDIANT,RISQUE
21,5250.048427283468,6,6,4,1,6,0,0,1,1,INACTIF,ETUDIANT,NOUVEAU
48,1000.0,5,4,2,4,2,1,2,1,0,INACTIF,ETUDIANT,RISQUE
148,5533.781432484968,4,4,2,0,3,1,2,1,1,INACTIF,ETUDIANT,RISQUE
128,2617.035876780445,7,3,2,2,0,4,3,2,0,INACTIF,CADRE,RISQUE
136,5081.094868701849,4,8,1,3,0,0,1,1,1,INACTIF,ETUDIANT,FIDELISE
135,2690.8714858607163,2,5,1,4,7,1,2,1,3,INACTIF,CADRE,FIDELISE
195,2667.0047298410655,3,9,3,1,7,0,3,2,2,INACTIF,ETUDIANT,NOUVEAU
145,7970.243643897056,8,5,2,1,5,4,3,1,2,INACTIF,OUVRIER,NOUVEAU
128,4859.816038111219,5,5,2,2,4,3,1,1,0,ACTIF,OUVRIER,RISQUE
33,4706.675680356165,6,5,2,1,6,1,1,0,3,INACTIF,ETUDIANT,FIDELISE
176,6465.048097657183,2,0,1,4,4,2,0,0,0,ACTIF,OUVRIER,RISQUE
204,4758.818953855096,3,5,4,2,5,0,2,0,1,ACTIF,OUVRIER,FIDELISE
187,9707.61218425482,3,3,2,0,6,4,3,2,3,INACTIF,OUVRIER,RISQUE
115,4953.960478547961,7,1,0,2,1,4,0,0,1,INACTIF,OUVRIER,NOUVEAU
214,6230.250823966021,5,5,3,0,3,2,2,0,1,INACTIF,CADRE,RISQUE
119,7441.882662753722,2,0,1,1,3,3,2,1,0,INACTIF,ETUDIANT,FIDELISE
22,8704.50645121382,2,0,4,4,4,0,0,2,1,ACTIF,OUVRIER,FIDELISE
238,4015.98772868472,7,4,0,3,3,3,3,1,0,INACTIF,CADRE,RISQUE
158,4664.072992322711,8,5,2,2,3,4,0,1,1,ACTIF,OUVRIER,NOUVEAU
38,8049.18375058703,4,1,1,1,0,1,2,2,0,ACTIF,CADRE,RISQUE
230,7120.124608105382,4,9,2,4,5,3,0,2,1,INACTIF,ETUDIANT,RISQUE
109,7650.351871336918,4,7,3,3,5,1,0,1,1,INACTIF,CADRE,FIDELISE
51,2762.5909128806634,3,3,1,2,2,2,2,1,1,ACTIF,ETUDIANT,FIDELISE
182,8595.999507848037,4,3,0,4,2,4,1,1,0,INACTIF,CADRE,NOUVEAU
8,3977.18491343039,6,9,4,1,1,1,3,2,3,INACTIF,CADRE,RISQUE
27,5884.585956283792,5,4,4,2,7,0,2,1,2,INACTIF,OUVRIER,NOUVEAU
27,5203.55424481646,5,9,3,2,2,4,1,1,2,INACTIF,OUVRIER,RISQUE
226,3743.0343269038594,3,3,4,0,5,2,0,0,0,INACTIF,CADRE,NOUVEAU
21,2674.928473157994,6,4,4,0,7,0,1,0,0,INACTIF,CADRE,RISQUE
30,2012.3037667342041,4,9,3,2,3,4,2,0,2,INACTIF,CADRE,NOUVEAU
97,5738.036812107949,2,2,0,4,5,3,2,0,3,ACTIF,ETUDIANT,RISQUE
28,2449.3618195330887,5,7,1,1,0,4,0,0,3,INACTIF,CADRE,FIDELISE
111,3232.3688098262337,7,5,1,3,5,0,2,1,2,ACTIF,ETUDIANT,RISQUE
192,5063.92824360356,8,7,3,0,7,1,4,1,1,ACTIF,ETUDIANT,RISQUE
225,1000.0,0,4,2,1,2,1,1,2,1,INACTIF,ETUDIANT,FIDELISE
197,7057.959424088002,5,6,3,2,7,4,4,2,0,INACTIF,ETUDIANT,RISQUE
61,1000.0,4,9,3,1,3,4,4,2,2,INACTIF,ETUDIANT,NOUVEAU
48,5345.255217334454,6,6,3,1,5,2,1,1,2,ACTIF,ETUDIANT,RISQUE
147,5530.038453188578,4,5,3,1,3,3,2,0,0,ACTIF,ETUDIANT,NOUVEAU
4,6576.123440363618,7,9,4,2,4,2,1,1,3,INACTIF,CADRE,FIDELISE
35,5416.638395220213,2,3,4,0,6,2,0,1,3,INACTIF,ETUDIANT,NOUVEAU
192,9535.815927666477,3,5,0,3,5,1,4,2,2,INACTIF,CADRE,FIDELISE
49,5932.633763137002,3,8,3,4,4,1,4,2,1,INACTIF,CADRE,NOUVEAU
17,7607.22479848732,5,3,1,0,2,0,2,2,2,ACTIF,ETUDIANT,FIDELISE
172,4053.074382259424,6,5,2,3,4,2,1,2,2,ACTIF,CADRE,RISQUE
220,5741.513612378935,9,5,4,2,3,0,3,1,1,ACTIF,CADRE,NOUVEAU
158,8595.140190057853,6,2,1,3,3,4,2,2,2,ACTIF,ETUDIANT,FIDELISE
221,5024.609750620718,7,3,4,2,4,0,2,0,3,ACTIF,CADRE,RISQUE
46,5884.469528390462,2,2,0,3,6,1,2,1,3,INACTIF,CADRE,RISQUE
117,7461.706898274951,2,2,2,0,0,2,1,0,1,ACTIF,OUVRIER,FIDELISE
6,4015.540959616731,8,9,4,2,4,1,2,1,3,INACTIF,OUVRIER,FIDELISE
99,1176.8793333616131,8,3,2,1,0,4,0,1,1,ACTIF,ETUDIANT,NOUVEAU
124,6011.147307424738,8,3,2,2,6,3,0,2,1,ACTIF,ETUDIANT,FIDELISE
233,7477.338338716005,7,5,1,2,4,2,4,0,2,INACTIF,ETUDIANT,RISQUE
37,2797.1084702160574,6,3,4,3,3,1,4,1,1,ACTIF,ETUDIANT,FIDELISE
24,6840.439794554677,2,5,2,2,5,3,1,0,3,INACTIF,ETUDIANT,NOUVEAU
93,6853.932774679075,7,1,3,3,7,4,3,1,3,INACTIF,OUVRIER,NOUVEAU
46,1000.0,6,3,2,0,3,3,4,1,0,INACTIF,OUVRIER,NOUVEAU
181,3627.4227351864556,5,1,2,2,4,1,4,1,3,INACTIF,CADRE,NOUVEAU
95,4708.342438536675,6,7,4,1,1,1,4,0,2,ACTIF,OUVRIER,NOUVEAU
99,5140.751999529526,4,8,3,1,0,4,4,1,1,ACTIF,ETUDIANT,NOUVEAU
188,4013.731470464032,4,6,2,0,1,4,2,0,3,INACTIF,OUVRIER,FIDELISE
225,3905.994392835636,4,5,4,1,3,3,4,0,0,INACTIF,CADRE,NOUVEAU
116,8842.965782364185,5,7,4,3,6,3,1,2,0,ACTIF,ETUDIANT,FIDELISE
191,5284.881736282183,4,3,2,2,0,1,2,0,1,ACTIF,ETUDIANT,FIDELISE
213,4109.912679700521,7,9,0,4,7,4,2,1,3,INACTIF,CADRE,RISQUE
160,5417.6610461749,2,1,0,2,5,0,1,1,3,INACTIF,OUVRIER,FIDELISE
215,6574.181666122287,4,3,1,2,7,4,3,1,0,INACTIF,CADRE,FIDELISE
161,5603.2527534224155,1,4,0,4,7,2,4,1,3,INACTIF,ETUDIANT,FIDELISE
67,5088.544818344053,6,8,0,1,7,2,0,0,3,ACTIF,ETUDIANT,NOUVEAU
128,4199.966662659093,1,4,4,1,6,4,3,2,1,INACTIF,OUVRIER,FIDELISE
18,4175.738309064802,6,8,4,2,4,3,4,0,3,ACTIF,CADRE,RISQUE
25,4304.3832270292805,6,8,2,1,0,2,0,1,3,INACTIF,OUVRIER,FIDELISE
234,6177.629201621474,0,7,2,3,0,1,2,0,0,INACTIF,ETUDIANT,NOUVEAU
223,3511.639815196426,6,4,4,3,6,1,2,2,2,ACTIF,CADRE,FIDELISE
54,6286.5384469404435,1,1,2,4,2,1,2,2,3,ACTIF,CADRE,NOUVEAU
58,8325.98951125366,4,4,4,2,5,4,4,2,1,ACTIF,OUVRIER,NOUVEAU
67,6151.4147156264,6,0,0,3,0,2,1,2,0,ACTIF,ETUDIANT,NOUVEAU
104,4760.828942165726,7,7,2,0,5,3,2,2,0,INACTIF,CADRE,FIDELISE
174,2903.7462298907394,6,1,0,1,3,1,2,0,1,INACTIF,OUVRIER,FIDELISE
24,8656.213615823028,3,6,1,2,5,3,2,2,2,INACTIF,ETUDIANT,FIDELISE
114,3159.964698802175,7,1,2,3,1,1,4,2,3,INACTIF,ETUDIANT,RISQUE
32,7197.124068951496,6,4,4,4,7,4,0,1,3,ACTIF,ETUDIANT,RISQUE
175,6777.035721188971,5,9,4,3,7,1,3,2,1,INACTIF,OUVRIER,NOUVEAU
86,5026.462794071881,7,6,1,0,1,4,2,0,0,ACTIF,ETUDIANT,RISQUE
151,4974.042392438644,4,5,4,3,5,2,3,1,1,INACTIF,OUVRIER,FIDELISE
194,1828.5774519179586,7,4,0,2,4,2,1,0,2,INACTIF,ETUDIANT,FIDELISE
127,6160.130001625243,1,5,4,4,2,3,1,1,0,ACTIF,OUVRIER,FIDELISE
155,6739.85266479161,2,1,1,4,7,1,1,2,2,INACTIF,OUVRIER,RISQUE
234,3321.839767704391,2,9,3,0,1,2,2,0,2,INACTIF,CADRE,NOUVEAU
130,5188.357051341794,6,0,3,2,6,0,3,1,0,ACTIF,OUVRIER,RISQUE
218,5575.723830017901,8,0,0,0,1,0,0,0,2,ACTIF,CADRE,NOUVEAU
17,6669.145255899136,6,7,3,0,0,3,4,1,0,ACTIF,ETUDIANT,FIDELISE
104,5507.606152246375,0,2,4,0,5,2,3,2,2,INACTIF,ETUDIANT,NOUVEAU
161,2247.361292076832,10,2,1,3,3,4,4,0,2,ACTIF,OUVRIER,RISQUE
137,4440.124461075022,2,8,0,1,5,0,3,0,0,ACTIF,ETUDIANT,RISQUE
43,5949.2515707780385,5,5,3,3,5,2,2,0,2,INACTIF,ETUDIANT,RISQUE
176,7183.056684079518,8,3,4,2,3,4,0,2,2,ACTIF,OUVRIER,FIDELISE
39,4264.726781211506,5,3,4,0,4,1,2,2,3,INACTIF,ETUDIANT,FIDELISE
221,9875.299749100039,4,6,2,0,3,2,1,1,2,ACTIF,ETUDIANT,RISQUE
170,1711.0538623260709,3,5,2,1,1,1,0,0,1,INACTIF,ETUDIANT,FIDELISE
26,4372.599649884198,7,1,1,4,0,0,3,1,2,ACTIF,CADRE,RISQUE
99,5333.932793014454,7,8,0,0,3,1,2,1,1,ACTIF,ETUDIANT,NOUVEAU
50,5098.501672894272,3,1,3,3,2,0,4,2,0,ACTIF,OUVRIER,NOUVEAU
153,3035.7153403703346,3,7,3,0,2,3,2,0,0,ACTIF,OUVRIER,FIDELISE
152,6395.723495503587,2,3,4,2,2,3,2,2,3,INACTIF,ETUDIANT,FIDELISE
13,6242.188102627844,2,9,3,1,3,0,3,0,0,ACTIF,OUVRIER,FIDELISE
60,5595.922891963093,7,0,1,4,0,4,3,1,1,INACTIF,OUVRIER,FIDELISE
135,6163.6877265170315,4,0,2,2,3,3,1,2,0,INACTIF,OUVRIER,NOUVEAU
57,4652.447177103939,1,8,4,3,1,4,0,2,0,INACTIF,OUVRIER,RISQUE
36,2265.2740997828646,3,3,0,2,3,4,2,0,2,ACTIF,ETUDIANT,RISQUE
173,4066.7202598955105,10,0,4,0,6,4,4,1,1,ACTIF,OUVRIER,FIDELISE
20,5814.109162818882,3,2,3,1,6,2,3,2,1,ACTIF,CADRE,RISQUE
65,5825.488829692792,6,2,1,0,5,2,3,1,1,ACTIF,CADRE,FIDELISE
8,5582.758105171696,4,6,0,1,7,4,1,2,0,INACTIF,CADRE,RISQUE
238,6597.416535970064,5,5,4,3,2,0,0,2,1,INACTIF,ETUDIANT,FIDELISE
144,4337.707909099967,3,7,3,2,7,3,1,2,0,INACTIF,OUVRIER,FIDELISE
142,5553.362114221072,7,6,4,1,2,1,3,1,0,ACTIF,ETUDIANT,RISQUE
204,6644.185556809843,5,0,0,2,5,2,4,1,3,INACTIF,OUVRIER,FIDELISE
115,5330.220362995293,2,2,3,1,0,2,1,1,3,INACTIF,OUVRIER,RISQUE
215,3013.3521431878025,6,8,2,0,4,1,2,1,0,INACTIF,OUVRIER,NOUVEAU
143,3577.023260688925,3,3,0,1,2,4,3,1,0,INACTIF,OUVRIER,FIDELISE
92,7161.704648558733,2,2,2,1,2,1,3,1,2,INACTIF,OUVRIER,FIDELISE
98,8284.944325885146,7,4,2,4,7,4,1,1,3,ACTIF,ETUDIANT,NOUVEAU
66,7850.566215648098,6,7,3,3,4,2,4,0,1,INACTIF,ETUDIANT,FIDELISE
32,5964.31189948407,3,0,4,0,3,1,1,1,3,INACTIF,CADRE,NOUVEAU
215,3093.7347959666145,5,1,4,0,2,0,4,1,3,INACTIF,ETUDIANT,RISQUE
191,5487.296886454263,7,6,1,2,0,3,3,0,3,INACTIF,CADRE,NOUVEAU
86,8624.510263900844,4,0,0,1,7,3,1,0,1,INACTIF,CADRE,RISQUE
51,6736.976760912951,4,4,0,1,6,3,0,1,0,ACTIF,OUVRIER,NOUVEAU
153,5085.044954632255,3,9,3,1,3,1,1,1,3,INACTIF,ETUDIANT,NOUVEAU
186,6757.250465682433,6,7,3,0,3,4,1,1,3,ACTIF,ETUDIANT,NOUVEAU
63,2961.209586768791,4,5,1,4,2,2,0,0,0,ACTIF,OUVRIER,FIDELISE
190,4108.657244303596,5,2,1,2,3,3,0,2,0,ACTIF,OUVRIER,FIDELISE
125,3331.61721795535,7,6,2,1,3,1,2,2,2,ACTIF,CADRE,FIDELISE
150,6439.1436366968655,4,2,1,4,0,3,0,2,3,ACTIF,ETUDIANT,FIDELISE
58,6928.206999440185,3,4,4,3,3,4,4,2,0,INACTIF,ETUDIANT,RISQUE
58,5192.347945603266,1,6,2,0,5,0,2,2,1,INACTIF,CADRE,NOUVEAU
86,3754.140646520868,5,1,1,3,2,0,4,1,1,ACTIF,CADRE,RISQUE
49,5460.5018129307455,8,9,4,0,7,2,2,2,2,ACTIF,CADRE,NOUVEAU
180,4526.840218652385,5,3,4,2,2,0,2,1,3,ACTIF,OUVRIER,NOUVEAU
170,3907.658590612511,5,1,2,3,5,0,4,0,0,ACTIF,CADRE,RISQUE
70,6177.987370618493,3,6,2,2,6,1,3,0,1,INACTIF,CADRE,NOUVEAU
15,3984.0155549626525,3,2,4,2,5,1,3,2,2,INACTIF,OUVRIER,FIDELISE
54,2367.300534071815,6,8,3,2,5,2,1,0,3,ACTIF,CADRE,FIDELISE
235,2811.771059273626,5,5,2,3,4,2,3,1,1,INACTIF,CADRE,RISQUE
188,2293.479066368101,7,0,0,3,1,1,1,2,2,ACTIF,ETUDIANT,RISQUE
101,5995.023833152409,6,9,3,3,4,0,3,2,0,INACTIF,CADRE,RISQUE
225,5800.810876352328,8,7,0,1,7,4,1,1,1,ACTIF,CADRE,FIDELISE
8,5701.040189016324,8,6,1,2,0,0,1,1,3,INACTIF,OUVRIER,NOUVEAU
53,6675.463304959885,8,0,2,1,0,0,0,1,1,INACTIF,CADRE,RISQUE
60,7883.9177122342335,9,2,2,0,7,4,1,2,0,ACTIF,ETUDIANT,NOUVEAU
236,4315.466938349769,5,2,4,3,6,2,4,0,0,ACTIF,ETUDIANT,NOUVEAU
108,6312.954954476836,3,2,2,4,2,1,4,0,2,INACTIF,OUVRIER,RISQUE
5,2340.7689851882465,4,6,0,0,7,2,1,0,0,ACTIF,ETUDIANT,RISQUE
103,8257.4194925267,5,5,3,2,1,2,4,0,3,ACTIF,OUVRIER,FIDELISE
196,3010.337523563686,6,1,1,2,4,2,3,2,3,INACTIF,ETUDIANT,RISQUE
6,4079.837761919125,7,4,3,1,6,1,4,1,1,ACTIF,ETUDIANT,FIDELISE
109,4304.580972533815,4,5,0,3,6,2,0,0,1,ACTIF,CADRE,FIDELISE
224,2447.4580065555756,6,1,1,3,1,2,4,2,0,INACTIF,OUVRIER,NOUVEAU
116,5565.151154817124,13,0,4,0,2,3,3,2,0,ACTIF,CADRE,FIDELISE
94,5927.807736402963,3,3,2,0,6,0,3,0,0,INACTIF,OUVRIER,NOUVEAU
47,5121.1726580369,7,3,2,0,6,3,1,1,0,INACTIF,CADRE,FIDELISE
99,2419.5047359378464,7,3,4,4,3,1,2,1,1,ACTIF,ETUDIANT,RISQUE
55,9466.772469703423,2,0,0,4,2,4,3,2,3,ACTIF,CADRE,NOUVEAU
168,6598.461593003296,5,2,4,2,6,4,1,1,2,ACTIF,ETUDIANT,RISQUE
52,10768.444087299918,2,6,0,2,7,3,1,2,1,INACTIF,OUVRIER,NOUVEAU
144,3889.781520227415,4,3,1,2,2,3,4,1,1,ACTIF,OUVRIER,FIDELISE
13,7415.764456353953,3,1,3,3,1,3,4,0,3,INACTIF,ETUDIANT,NOUVEAU
114,7058.547774788327,3,7,3,2,0,0,1,1,2,ACTIF,CADRE,RISQUE
124,4918.849793805275,1,0,4,1,3,1,0,0,3,INACTIF,ETUDIANT,NOUVEAU
106,8322.101802118448,7,8,2,0,3,2,1,0,0,ACTIF,CADRE,RISQUE
158,4689.179984772443,4,4,4,3,6,3,4,2,2,INACTIF,ETUDIANT,NOUVEAU
147,4778.217161150786,9,1,2,4,0,0,3,0,1,ACTIF,ETUDIANT,FIDELISE
145,1000.0,4,3,4,0,1,4,0,2,0,ACTIF,OUVRIER,NOUVEAU
120,6318.056107485275,6,2,4,2,1,4,2,0,0,INACTIF,CADRE,RISQUE
63,2848.980176635187,3,6,3,4,0,4,3,0,0,INACTIF,CADRE,FIDELISE
19,4398.557608608978,8,5,2,4,4,3,4,0,0,INACTIF,ETUDIANT,NOUVEAU
92,3447.5607225099448,6,8,3,4,1,4,3,1,0,INACTIF,CADRE,FIDELISE
58,4767.536921363477,5,3,2,0,6,4,3,1,0,INACTIF,ETUDIANT,RISQUE
183,6387.760460434872,3,2,1,3,0,4,4,0,2,INACTIF,ETUDIANT,FIDELISE
90,5522.2831260975145,11,6,1,0,4,2,3,2,0,ACTIF,CADRE,RISQUE
